Item,Part,Quest,Gender,Edu,Time,Score,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR2b_13,18,SR2b,female,Maîtrise,807,1,93,370,"L'enfant a été couché dans son lit. Il avait dormi paisiblement toute la nuit. Le lendemain matin, ses parents sont épuisés et irritables.",IMPLAUS_NOCONN,épuisés,SC2
SR2b_13,21,SR2b,male,Diplôme_trois,750,1,93,370,"L'enfant a été couché dans son lit. Il avait dormi paisiblement toute la nuit. Le lendemain matin, ses parents sont épuisés et irritables.",IMPLAUS_NOCONN,épuisés,SC2
SR2b_13,17,SR2b,male,Maîtrise,813,4,93,370,"L'enfant a été couché dans son lit. Il avait dormi paisiblement toute la nuit. Le lendemain matin, ses parents sont épuisés et irritables.",IMPLAUS_NOCONN,épuisés,SC2
SR2b_14,21,SR2b,male,Diplôme_trois,750,6,94,375,"L'ouragan avait frappé l'île. Les digues ont cédé lorsque le niveau de la mer a augmenté. Cependant, les routes ont été inondées pendant plusieurs jours.",IMPLAUS_CONN,inondées,SC3
SR2b_14,18,SR2b,female,Maîtrise,807,2,94,375,"L'ouragan avait frappé l'île. Les digues ont cédé lorsque le niveau de la mer a augmenté. Cependant, les routes ont été inondées pendant plusieurs jours.",IMPLAUS_CONN,inondées,SC3
SR2b_14,17,SR2b,male,Maîtrise,813,5,94,375,"L'ouragan avait frappé l'île. Les digues ont cédé lorsque le niveau de la mer a augmenté. Cependant, les routes ont été inondées pendant plusieurs jours.",IMPLAUS_CONN,inondées,SC3
SR2b_14,20,SR2b,female,Baccalauréat,760,5,94,375,"L'ouragan avait frappé l'île. Les digues ont cédé lorsque le niveau de la mer a augmenté. Cependant, les routes ont été inondées pendant plusieurs jours.",IMPLAUS_CONN,inondées,SC3
SR2b_14,19,SR2b,male,Maîtrise,1131,4,94,375,"L'ouragan avait frappé l'île. Les digues ont cédé lorsque le niveau de la mer a augmenté. Cependant, les routes ont été inondées pendant plusieurs jours.",IMPLAUS_CONN,inondées,SC3
SR2b_15,17,SR2b,male,Maîtrise,813,6,95,380,"Les prévisions météorologiques annonçaient du mauvais temps pour le week-end des vacances. De nombreuses personnes ont décidé de rester à la maison. Cependant, les autoroutes ont été bloquées sur des kilomètres.",PLAUS_CONN,bloquées,SC4
SR2b_15,20,SR2b,female,Baccalauréat,760,4,95,380,"Les prévisions météorologiques annonçaient du mauvais temps pour le week-end des vacances. De nombreuses personnes ont décidé de rester à la maison. Cependant, les autoroutes ont été bloquées sur des kilomètres.",PLAUS_CONN,bloquées,SC4
SR2b_15,19,SR2b,male,Maîtrise,1131,4,95,380,"Les prévisions météorologiques annonçaient du mauvais temps pour le week-end des vacances. De nombreuses personnes ont décidé de rester à la maison. Cependant, les autoroutes ont été bloquées sur des kilomètres.",PLAUS_CONN,bloquées,SC4
SR2b_15,18,SR2b,female,Maîtrise,807,2,95,380,"Les prévisions météorologiques annonçaient du mauvais temps pour le week-end des vacances. De nombreuses personnes ont décidé de rester à la maison. Cependant, les autoroutes ont été bloquées sur des kilomètres.",PLAUS_CONN,bloquées,SC4
SR2b_15,21,SR2b,male,Diplôme_trois,750,1,95,380,"Les prévisions météorologiques annonçaient du mauvais temps pour le week-end des vacances. De nombreuses personnes ont décidé de rester à la maison. Cependant, les autoroutes ont été bloquées sur des kilomètres.",PLAUS_CONN,bloquées,SC4
SR2b_16,20,SR2b,female,Baccalauréat,760,6,96,381,Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête arrivait juste au-dessus de leur ville. On leur a conseillé d'évacuer immédiatement.,PLAUS_NOCONN,évacuer,SC1
SR2b_16,21,SR2b,male,Diplôme_trois,750,7,96,381,Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête arrivait juste au-dessus de leur ville. On leur a conseillé d'évacuer immédiatement.,PLAUS_NOCONN,évacuer,SC1
SR2b_16,18,SR2b,female,Maîtrise,807,7,96,381,Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête arrivait juste au-dessus de leur ville. On leur a conseillé d'évacuer immédiatement.,PLAUS_NOCONN,évacuer,SC1
SR2b_16,19,SR2b,male,Maîtrise,1131,7,96,381,Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête arrivait juste au-dessus de leur ville. On leur a conseillé d'évacuer immédiatement.,PLAUS_NOCONN,évacuer,SC1
SR2b_16,17,SR2b,male,Maîtrise,813,7,96,381,Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête arrivait juste au-dessus de leur ville. On leur a conseillé d'évacuer immédiatement.,PLAUS_NOCONN,évacuer,SC1
SR2b_17,20,SR2b,female,Baccalauréat,760,5,97,386,Clara allait lentement dans la tempête de glace. Elle était concentrée sur le maintien du contrôle du véhicule. La voiture s'est écrasée contre un arbre.,IMPLAUS_NOCONN,écrasée,SC2
SR2b_17,17,SR2b,male,Maîtrise,813,2,97,386,Clara allait lentement dans la tempête de glace. Elle était concentrée sur le maintien du contrôle du véhicule. La voiture s'est écrasée contre un arbre.,IMPLAUS_NOCONN,écrasée,SC2
SR2b_17,19,SR2b,male,Maîtrise,1131,2,97,386,Clara allait lentement dans la tempête de glace. Elle était concentrée sur le maintien du contrôle du véhicule. La voiture s'est écrasée contre un arbre.,IMPLAUS_NOCONN,écrasée,SC2
SR2b_17,18,SR2b,female,Maîtrise,807,3,97,386,Clara allait lentement dans la tempête de glace. Elle était concentrée sur le maintien du contrôle du véhicule. La voiture s'est écrasée contre un arbre.,IMPLAUS_NOCONN,écrasée,SC2
SR2b_17,21,SR2b,male,Diplôme_trois,750,6,97,386,Clara allait lentement dans la tempête de glace. Elle était concentrée sur le maintien du contrôle du véhicule. La voiture s'est écrasée contre un arbre.,IMPLAUS_NOCONN,écrasée,SC2
SR2b_18,20,SR2b,female,Baccalauréat,760,5,98,391,"L'homme est resté dehors toute la nuit. Il a attrapé un terrible rhume. Cependant, le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_CONN,toussait,SC3
SR2b_18,17,SR2b,male,Maîtrise,813,4,98,391,"L'homme est resté dehors toute la nuit. Il a attrapé un terrible rhume. Cependant, le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_CONN,toussait,SC3
SR2b_18,18,SR2b,female,Maîtrise,807,5,98,391,"L'homme est resté dehors toute la nuit. Il a attrapé un terrible rhume. Cependant, le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_CONN,toussait,SC3
SR2b_18,19,SR2b,male,Maîtrise,1131,3,98,391,"L'homme est resté dehors toute la nuit. Il a attrapé un terrible rhume. Cependant, le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_CONN,toussait,SC3
SR2b_18,21,SR2b,male,Diplôme_trois,750,6,98,391,"L'homme est resté dehors toute la nuit. Il a attrapé un terrible rhume. Cependant, le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_CONN,toussait,SC3
SR2b_19,18,SR2b,female,Maîtrise,807,2,99,396,"L'avion a commencé à bouger sur la piste. Le vol serait le prochain à partir. Cependant, les passagers ont commencé à grogner bruyamment.",PLAUS_CONN,grogner,SC4
SR2b_19,21,SR2b,male,Diplôme_trois,750,3,99,396,"L'avion a commencé à bouger sur la piste. Le vol serait le prochain à partir. Cependant, les passagers ont commencé à grogner bruyamment.",PLAUS_CONN,grogner,SC4
SR2b_19,17,SR2b,male,Maîtrise,813,5,99,396,"L'avion a commencé à bouger sur la piste. Le vol serait le prochain à partir. Cependant, les passagers ont commencé à grogner bruyamment.",PLAUS_CONN,grogner,SC4
SR2b_19,19,SR2b,male,Maîtrise,1131,2,99,396,"L'avion a commencé à bouger sur la piste. Le vol serait le prochain à partir. Cependant, les passagers ont commencé à grogner bruyamment.",PLAUS_CONN,grogner,SC4
SR2b_19,20,SR2b,female,Baccalauréat,760,4,99,396,"L'avion a commencé à bouger sur la piste. Le vol serait le prochain à partir. Cependant, les passagers ont commencé à grogner bruyamment.",PLAUS_CONN,grogner,SC4
SR2b_20,21,SR2b,male,Diplôme_trois,750,7,100,397,La vieille femme descendait les marches enneigées. Elle est tombée et s'est cassé la hanche. Elle est restée à l'hôpital pendant un certain temps après.,PLAUS_NOCONN,hôpital,SC1
SR2b_20,19,SR2b,male,Maîtrise,1131,6,100,397,La vieille femme descendait les marches enneigées. Elle est tombée et s'est cassé la hanche. Elle est restée à l'hôpital pendant un certain temps après.,PLAUS_NOCONN,hôpital,SC1
SR2b_20,18,SR2b,female,Maîtrise,807,7,100,397,La vieille femme descendait les marches enneigées. Elle est tombée et s'est cassé la hanche. Elle est restée à l'hôpital pendant un certain temps après.,PLAUS_NOCONN,hôpital,SC1
SR2b_20,17,SR2b,male,Maîtrise,813,7,100,397,La vieille femme descendait les marches enneigées. Elle est tombée et s'est cassé la hanche. Elle est restée à l'hôpital pendant un certain temps après.,PLAUS_NOCONN,hôpital,SC1
SR2b_20,20,SR2b,female,Baccalauréat,760,7,100,397,La vieille femme descendait les marches enneigées. Elle est tombée et s'est cassé la hanche. Elle est restée à l'hôpital pendant un certain temps après.,PLAUS_NOCONN,hôpital,SC1
SR2b_21,20,SR2b,female,Baccalauréat,760,3,101,402,Le médium prétend voir l'avenir. Les journaux locaux ont écrit que c'était une arnaque. Les clients ont été satisfaits de ses prédictions.,IMPLAUS_NOCONN,satisfaits,SC2
SR2b_21,19,SR2b,male,Maîtrise,1131,2,101,402,Le médium prétend voir l'avenir. Les journaux locaux ont écrit que c'était une arnaque. Les clients ont été satisfaits de ses prédictions.,IMPLAUS_NOCONN,satisfaits,SC2
SR2b_21,18,SR2b,female,Maîtrise,807,4,101,402,Le médium prétend voir l'avenir. Les journaux locaux ont écrit que c'était une arnaque. Les clients ont été satisfaits de ses prédictions.,IMPLAUS_NOCONN,satisfaits,SC2
SR2b_21,17,SR2b,male,Maîtrise,813,5,101,402,Le médium prétend voir l'avenir. Les journaux locaux ont écrit que c'était une arnaque. Les clients ont été satisfaits de ses prédictions.,IMPLAUS_NOCONN,satisfaits,SC2
SR2b_21,21,SR2b,male,Diplôme_trois,750,4,101,402,Le médium prétend voir l'avenir. Les journaux locaux ont écrit que c'était une arnaque. Les clients ont été satisfaits de ses prédictions.,IMPLAUS_NOCONN,satisfaits,SC2
SR2b_22,19,SR2b,male,Maîtrise,1131,2,102,407,"Daniel est allé dans un pub avec ses amis. Il était d'humeur à prendre un verre. Cependant, il a commandé un whisky et une boisson.",IMPLAUS_CONN,whisky,SC3
SR2b_22,21,SR2b,male,Diplôme_trois,750,7,102,407,"Daniel est allé dans un pub avec ses amis. Il était d'humeur à prendre un verre. Cependant, il a commandé un whisky et une boisson.",IMPLAUS_CONN,whisky,SC3
SR2b_22,20,SR2b,female,Baccalauréat,760,6,102,407,"Daniel est allé dans un pub avec ses amis. Il était d'humeur à prendre un verre. Cependant, il a commandé un whisky et une boisson.",IMPLAUS_CONN,whisky,SC3
SR2b_22,18,SR2b,female,Maîtrise,807,3,102,407,"Daniel est allé dans un pub avec ses amis. Il était d'humeur à prendre un verre. Cependant, il a commandé un whisky et une boisson.",IMPLAUS_CONN,whisky,SC3
SR2b_22,17,SR2b,male,Maîtrise,813,3,102,407,"Daniel est allé dans un pub avec ses amis. Il était d'humeur à prendre un verre. Cependant, il a commandé un whisky et une boisson.",IMPLAUS_CONN,whisky,SC3
SR2b_23,18,SR2b,female,Maîtrise,807,2,103,412,"Le conducteur n'avait pas bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",PLAUS_CONN,supérieur,SC4
SR2b_23,21,SR2b,male,Diplôme_trois,750,1,103,412,"Le conducteur n'avait pas bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",PLAUS_CONN,supérieur,SC4
SR2b_23,20,SR2b,female,Baccalauréat,760,1,103,412,"Le conducteur n'avait pas bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",PLAUS_CONN,supérieur,SC4
SR2b_23,17,SR2b,male,Maîtrise,813,2,103,412,"Le conducteur n'avait pas bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",PLAUS_CONN,supérieur,SC4
SR2b_23,19,SR2b,male,Maîtrise,1131,2,103,412,"Le conducteur n'avait pas bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",PLAUS_CONN,supérieur,SC4
SR2b_24,20,SR2b,female,Baccalauréat,760,2,104,413,L'adolescent était allé se faire couper les cheveux. Elle voulait quelque chose d'agressif et d'alternatif. Elle a eu un mohawk au salon.,PLAUS_NOCONN,mohawk,SC1
SR2b_24,19,SR2b,male,Maîtrise,1131,4,104,413,L'adolescent était allé se faire couper les cheveux. Elle voulait quelque chose d'agressif et d'alternatif. Elle a eu un mohawk au salon.,PLAUS_NOCONN,mohawk,SC1
SR2b_24,17,SR2b,male,Maîtrise,813,7,104,413,L'adolescent était allé se faire couper les cheveux. Elle voulait quelque chose d'agressif et d'alternatif. Elle a eu un mohawk au salon.,PLAUS_NOCONN,mohawk,SC1
SR2b_24,21,SR2b,male,Diplôme_trois,750,5,104,413,L'adolescent était allé se faire couper les cheveux. Elle voulait quelque chose d'agressif et d'alternatif. Elle a eu un mohawk au salon.,PLAUS_NOCONN,mohawk,SC1
SR2b_24,18,SR2b,female,Maîtrise,807,7,104,413,L'adolescent était allé se faire couper les cheveux. Elle voulait quelque chose d'agressif et d'alternatif. Elle a eu un mohawk au salon.,PLAUS_NOCONN,mohawk,SC1
SR2b_25,19,SR2b,male,Maîtrise,1131,4,105,418,Les garçons se battaient. Ils ont fini par se réconcilier. Ils étaient meurtris le jour suivant.,IMPLAUS_NOCONN,meurtris,SC2
SR2b_25,20,SR2b,female,Baccalauréat,760,4,105,418,Les garçons se battaient. Ils ont fini par se réconcilier. Ils étaient meurtris le jour suivant.,IMPLAUS_NOCONN,meurtris,SC2
SR2b_25,18,SR2b,female,Maîtrise,807,2,105,418,Les garçons se battaient. Ils ont fini par se réconcilier. Ils étaient meurtris le jour suivant.,IMPLAUS_NOCONN,meurtris,SC2
SR2b_25,17,SR2b,male,Maîtrise,813,3,105,418,Les garçons se battaient. Ils ont fini par se réconcilier. Ils étaient meurtris le jour suivant.,IMPLAUS_NOCONN,meurtris,SC2
SR2b_25,21,SR2b,male,Diplôme_trois,750,2,105,418,Les garçons se battaient. Ils ont fini par se réconcilier. Ils étaient meurtris le jour suivant.,IMPLAUS_NOCONN,meurtris,SC2
SR2b_26,21,SR2b,male,Diplôme_trois,750,6,106,423,"Francis avait sauté le petit-déjeuner et le déjeuner. Il est rentré de l'école en ayant faim. Cependant, il a décidé de manger un sandwich dans la cuisine.",IMPLAUS_CONN,sandwich,SC3
SR2b_26,18,SR2b,female,Maîtrise,807,5,106,423,"Francis avait sauté le petit-déjeuner et le déjeuner. Il est rentré de l'école en ayant faim. Cependant, il a décidé de manger un sandwich dans la cuisine.",IMPLAUS_CONN,sandwich,SC3
SR2b_26,17,SR2b,male,Maîtrise,813,4,106,423,"Francis avait sauté le petit-déjeuner et le déjeuner. Il est rentré de l'école en ayant faim. Cependant, il a décidé de manger un sandwich dans la cuisine.",IMPLAUS_CONN,sandwich,SC3
SR2b_26,20,SR2b,female,Baccalauréat,760,5,106,423,"Francis avait sauté le petit-déjeuner et le déjeuner. Il est rentré de l'école en ayant faim. Cependant, il a décidé de manger un sandwich dans la cuisine.",IMPLAUS_CONN,sandwich,SC3
SR2b_26,19,SR2b,male,Maîtrise,1131,4,106,423,"Francis avait sauté le petit-déjeuner et le déjeuner. Il est rentré de l'école en ayant faim. Cependant, il a décidé de manger un sandwich dans la cuisine.",IMPLAUS_CONN,sandwich,SC3
SR2b_27,17,SR2b,male,Maîtrise,813,3,107,428,"Tous les touristes ont évité l'organisateur du voyage. Il avait toujours peu de clients. Cependant, ses bénéfices étaient énormes chaque été.",PLAUS_CONN,énormes,SC4
SR2b_27,20,SR2b,female,Baccalauréat,760,5,107,428,"Tous les touristes ont évité l'organisateur du voyage. Il avait toujours peu de clients. Cependant, ses bénéfices étaient énormes chaque été.",PLAUS_CONN,énormes,SC4
SR2b_27,18,SR2b,female,Maîtrise,807,1,107,428,"Tous les touristes ont évité l'organisateur du voyage. Il avait toujours peu de clients. Cependant, ses bénéfices étaient énormes chaque été.",PLAUS_CONN,énormes,SC4
SR2b_27,21,SR2b,male,Diplôme_trois,750,1,107,428,"Tous les touristes ont évité l'organisateur du voyage. Il avait toujours peu de clients. Cependant, ses bénéfices étaient énormes chaque été.",PLAUS_CONN,énormes,SC4
SR2b_27,19,SR2b,male,Maîtrise,1131,2,107,428,"Tous les touristes ont évité l'organisateur du voyage. Il avait toujours peu de clients. Cependant, ses bénéfices étaient énormes chaque été.",PLAUS_CONN,énormes,SC4
SR2b_28,18,SR2b,female,Maîtrise,807,7,108,429,Le chef cuisinier coupait des légumes. Il ne faisait pas attention au couteau. Il s'est ensuite coupé le doigt.,PLAUS_NOCONN,coupé,SC1
SR2b_28,17,SR2b,male,Maîtrise,813,7,108,429,Le chef cuisinier coupait des légumes. Il ne faisait pas attention au couteau. Il s'est ensuite coupé le doigt.,PLAUS_NOCONN,coupé,SC1
SR2b_28,21,SR2b,male,Diplôme_trois,750,6,108,429,Le chef cuisinier coupait des légumes. Il ne faisait pas attention au couteau. Il s'est ensuite coupé le doigt.,PLAUS_NOCONN,coupé,SC1
SR2b_28,19,SR2b,male,Maîtrise,1131,6,108,429,Le chef cuisinier coupait des légumes. Il ne faisait pas attention au couteau. Il s'est ensuite coupé le doigt.,PLAUS_NOCONN,coupé,SC1
SR2b_28,20,SR2b,female,Baccalauréat,760,6,108,429,Le chef cuisinier coupait des légumes. Il ne faisait pas attention au couteau. Il s'est ensuite coupé le doigt.,PLAUS_NOCONN,coupé,SC1
SR2b_29,20,SR2b,female,Baccalauréat,760,1,109,434,Le touriste voulait retourner à son hôtel. Il connaissait le chemin par cœur. Il s'était perdu en chemin.,IMPLAUS_NOCONN,perdu,SC2
SR2b_29,18,SR2b,female,Maîtrise,807,1,109,434,Le touriste voulait retourner à son hôtel. Il connaissait le chemin par cœur. Il s'était perdu en chemin.,IMPLAUS_NOCONN,perdu,SC2
SR2b_29,17,SR2b,male,Maîtrise,813,2,109,434,Le touriste voulait retourner à son hôtel. Il connaissait le chemin par cœur. Il s'était perdu en chemin.,IMPLAUS_NOCONN,perdu,SC2
SR2b_29,19,SR2b,male,Maîtrise,1131,2,109,434,Le touriste voulait retourner à son hôtel. Il connaissait le chemin par cœur. Il s'était perdu en chemin.,IMPLAUS_NOCONN,perdu,SC2
SR2b_29,21,SR2b,male,Diplôme_trois,750,1,109,434,Le touriste voulait retourner à son hôtel. Il connaissait le chemin par cœur. Il s'était perdu en chemin.,IMPLAUS_NOCONN,perdu,SC2
SR2b_30,18,SR2b,female,Maîtrise,807,4,110,439,"Le Congrès avait envoyé le projet de loi au président pour qu'il l'approuve. C'était considéré comme une idée terrible. Cependant, le Président a rejeté la mesure.",IMPLAUS_CONN,rejeté,SC3
SR2b_30,17,SR2b,male,Maîtrise,813,3,110,439,"Le Congrès avait envoyé le projet de loi au président pour qu'il l'approuve. C'était considéré comme une idée terrible. Cependant, le Président a rejeté la mesure.",IMPLAUS_CONN,rejeté,SC3
SR2b_30,19,SR2b,male,Maîtrise,1131,3,110,439,"Le Congrès avait envoyé le projet de loi au président pour qu'il l'approuve. C'était considéré comme une idée terrible. Cependant, le Président a rejeté la mesure.",IMPLAUS_CONN,rejeté,SC3
SR2b_30,21,SR2b,male,Diplôme_trois,750,5,110,439,"Le Congrès avait envoyé le projet de loi au président pour qu'il l'approuve. C'était considéré comme une idée terrible. Cependant, le Président a rejeté la mesure.",IMPLAUS_CONN,rejeté,SC3
SR2b_30,20,SR2b,female,Baccalauréat,760,6,110,439,"Le Congrès avait envoyé le projet de loi au président pour qu'il l'approuve. C'était considéré comme une idée terrible. Cependant, le Président a rejeté la mesure.",IMPLAUS_CONN,rejeté,SC3
SR2b_31,19,SR2b,male,Maîtrise,1131,2,111,444,"John a auditionné pour la compagnie de théâtre comique. Ses blagues étaient nulles et pas drôles. Cependant, le directeur lui a demandé de rejoindre le groupe.",PLAUS_CONN,rejoindre,SC4
SR2b_31,20,SR2b,female,Baccalauréat,760,2,111,444,"John a auditionné pour la compagnie de théâtre comique. Ses blagues étaient nulles et pas drôles. Cependant, le directeur lui a demandé de rejoindre le groupe.",PLAUS_CONN,rejoindre,SC4
SR2b_31,18,SR2b,female,Maîtrise,807,1,111,444,"John a auditionné pour la compagnie de théâtre comique. Ses blagues étaient nulles et pas drôles. Cependant, le directeur lui a demandé de rejoindre le groupe.",PLAUS_CONN,rejoindre,SC4
SR2b_31,17,SR2b,male,Maîtrise,813,6,111,444,"John a auditionné pour la compagnie de théâtre comique. Ses blagues étaient nulles et pas drôles. Cependant, le directeur lui a demandé de rejoindre le groupe.",PLAUS_CONN,rejoindre,SC4
SR2b_31,21,SR2b,male,Diplôme_trois,750,2,111,444,"John a auditionné pour la compagnie de théâtre comique. Ses blagues étaient nulles et pas drôles. Cependant, le directeur lui a demandé de rejoindre le groupe.",PLAUS_CONN,rejoindre,SC4
SR2b_32,20,SR2b,female,Baccalauréat,760,5,112,445,John n'a pas bu à la fête. Il était le seul à être sobre parmi ses amis. Il a fini par conduire tout le monde chez lui.,PLAUS_NOCONN,conduire,SC1
SR2b_32,21,SR2b,male,Diplôme_trois,750,7,112,445,John n'a pas bu à la fête. Il était le seul à être sobre parmi ses amis. Il a fini par conduire tout le monde chez lui.,PLAUS_NOCONN,conduire,SC1
SR2b_32,18,SR2b,female,Maîtrise,807,7,112,445,John n'a pas bu à la fête. Il était le seul à être sobre parmi ses amis. Il a fini par conduire tout le monde chez lui.,PLAUS_NOCONN,conduire,SC1
SR2b_32,17,SR2b,male,Maîtrise,813,7,112,445,John n'a pas bu à la fête. Il était le seul à être sobre parmi ses amis. Il a fini par conduire tout le monde chez lui.,PLAUS_NOCONN,conduire,SC1
SR2b_32,19,SR2b,male,Maîtrise,1131,7,112,445,John n'a pas bu à la fête. Il était le seul à être sobre parmi ses amis. Il a fini par conduire tout le monde chez lui.,PLAUS_NOCONN,conduire,SC1
SR2b_34,18,SR2b,female,Maîtrise,807,4,114,455,"Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une situation grave. Cependant, tout le monde a été effrayé par la nouvelle.",IMPLAUS_CONN,effrayé,SC3
SR2b_34,17,SR2b,male,Maîtrise,813,4,114,455,"Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une situation grave. Cependant, tout le monde a été effrayé par la nouvelle.",IMPLAUS_CONN,effrayé,SC3
SR2b_34,19,SR2b,male,Maîtrise,1131,3,114,455,"Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une situation grave. Cependant, tout le monde a été effrayé par la nouvelle.",IMPLAUS_CONN,effrayé,SC3
SR2b_34,20,SR2b,female,Baccalauréat,760,6,114,455,"Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une situation grave. Cependant, tout le monde a été effrayé par la nouvelle.",IMPLAUS_CONN,effrayé,SC3
SR2b_34,21,SR2b,male,Diplôme_trois,750,6,114,455,"Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une situation grave. Cependant, tout le monde a été effrayé par la nouvelle.",IMPLAUS_CONN,effrayé,SC3
SR2b_35,18,SR2b,female,Maîtrise,807,1,115,460,"Richard jeûnait pour la fête nationale. Il a dû manger toute la journée. Cependant, il avait vraiment faim le soir venu.",PLAUS_CONN,faim,SC4
SR2b_35,19,SR2b,male,Maîtrise,1131,2,115,460,"Richard jeûnait pour la fête nationale. Il a dû manger toute la journée. Cependant, il avait vraiment faim le soir venu.",PLAUS_CONN,faim,SC4
SR2b_35,17,SR2b,male,Maîtrise,813,1,115,460,"Richard jeûnait pour la fête nationale. Il a dû manger toute la journée. Cependant, il avait vraiment faim le soir venu.",PLAUS_CONN,faim,SC4
SR2b_35,20,SR2b,female,Baccalauréat,760,1,115,460,"Richard jeûnait pour la fête nationale. Il a dû manger toute la journée. Cependant, il avait vraiment faim le soir venu.",PLAUS_CONN,faim,SC4
SR2b_35,21,SR2b,male,Diplôme_trois,750,1,115,460,"Richard jeûnait pour la fête nationale. Il a dû manger toute la journée. Cependant, il avait vraiment faim le soir venu.",PLAUS_CONN,faim,SC4
SR2b_36,20,SR2b,female,Baccalauréat,760,7,116,461,La femme n'avait jamais dansé avant son mariage. Elle a pris des mois de leçons. Elle a dansé comme une pro à la réception.,PLAUS_NOCONN,pro,SC1
SR2b_36,18,SR2b,female,Maîtrise,807,6,116,461,La femme n'avait jamais dansé avant son mariage. Elle a pris des mois de leçons. Elle a dansé comme une pro à la réception.,PLAUS_NOCONN,pro,SC1
SR2b_36,19,SR2b,male,Maîtrise,1131,6,116,461,La femme n'avait jamais dansé avant son mariage. Elle a pris des mois de leçons. Elle a dansé comme une pro à la réception.,PLAUS_NOCONN,pro,SC1
SR2b_36,17,SR2b,male,Maîtrise,813,6,116,461,La femme n'avait jamais dansé avant son mariage. Elle a pris des mois de leçons. Elle a dansé comme une pro à la réception.,PLAUS_NOCONN,pro,SC1
SR2b_36,21,SR2b,male,Diplôme_trois,750,1,116,461,La femme n'avait jamais dansé avant son mariage. Elle a pris des mois de leçons. Elle a dansé comme une pro à la réception.,PLAUS_NOCONN,pro,SC1
SR2b_37,18,SR2b,female,Maîtrise,807,1,117,466,Miriam a commandé de nouveaux verres à vin. Elle a été satisfaite de l'achat de ce nouvel ensemble. Elle voulait les rendre immédiatement.,IMPLAUS_NOCONN,retour,SC2
SR2b_37,17,SR2b,male,Maîtrise,813,1,117,466,Miriam a commandé de nouveaux verres à vin. Elle a été satisfaite de l'achat de ce nouvel ensemble. Elle voulait les rendre immédiatement.,IMPLAUS_NOCONN,retour,SC2
SR2b_37,21,SR2b,male,Diplôme_trois,750,1,117,466,Miriam a commandé de nouveaux verres à vin. Elle a été satisfaite de l'achat de ce nouvel ensemble. Elle voulait les rendre immédiatement.,IMPLAUS_NOCONN,retour,SC2
SR2b_37,19,SR2b,male,Maîtrise,1131,2,117,466,Miriam a commandé de nouveaux verres à vin. Elle a été satisfaite de l'achat de ce nouvel ensemble. Elle voulait les rendre immédiatement.,IMPLAUS_NOCONN,retour,SC2
SR2b_37,20,SR2b,female,Baccalauréat,760,2,117,466,Miriam a commandé de nouveaux verres à vin. Elle a été satisfaite de l'achat de ce nouvel ensemble. Elle voulait les rendre immédiatement.,IMPLAUS_NOCONN,retour,SC2
SR2b_38,20,SR2b,female,Baccalauréat,760,5,118,471,"Le bébé pleurait. Sa mère est venue et l'a bercé doucement. Cependant, le bébé s'est calmé tout de suite. ",IMPLAUS_CONN,calmé,SC3
SR2b_38,21,SR2b,male,Diplôme_trois,750,6,118,471,"Le bébé pleurait. Sa mère est venue et l'a bercé doucement. Cependant, le bébé s'est calmé tout de suite. ",IMPLAUS_CONN,calmé,SC3
SR2b_38,17,SR2b,male,Maîtrise,813,3,118,471,"Le bébé pleurait. Sa mère est venue et l'a bercé doucement. Cependant, le bébé s'est calmé tout de suite. ",IMPLAUS_CONN,calmé,SC3
SR2b_38,19,SR2b,male,Maîtrise,1131,4,118,471,"Le bébé pleurait. Sa mère est venue et l'a bercé doucement. Cependant, le bébé s'est calmé tout de suite. ",IMPLAUS_CONN,calmé,SC3
